(PDH-CSV 4.0) (Pacific Daylight Time)(420),\\DESKTOP-69VA935\Process(RansomDetectorService)\% Processor Time,\\DESKTOP-69VA935\Process(RansomDetectorService)\Working Set
14:42.1,2.18757884,28069888
14:47.1,1.250048452,28069888
14:52.1,5.312158322,28069888
14:57.1,41.25217151,28069888
15:02.1,55.3088109,28069888
15:07.1,53.12949157,28069888
15:12.1,3.749758291,28069888
15:17.1,35.93644275,28069888
15:22.2,47.66403511,28069888
15:27.1,21.63066819,28069888
15:32.1,45.94051278,28078080
15:37.1,28.43461616,28078080
15:42.1,52.18820767,28078080
15:47.1,22.50043471,28078080
15:52.1,25.31421833,28078080
15:57.1,51.87192503,28078080
16:02.1,16.87429297,28078080
16:07.1,34.06336998,28078080
16:12.1,56.25038925,28217344
16:17.1,20.62532794,28286976
16:22.1,4.687442907,28286976
16:27.1,17.81217368,28286976
16:32.1,33.75035235,28286976
16:37.2,7.4999775,28286976
16:42.1,28.75126046,28286976
16:47.1,40.93801664,28356608
16:52.1,49.37484003,28549120
16:57.1,68.74990513,28549120
17:02.1,53.74864876,28618752
17:07.1,42.49894603,28618752
17:12.1,62.81634813,28688384
17:17.1,42.81106669,28688384
17:22.1,25.31200945,28688384
17:27.1,32.50088337,28848128
17:32.1,4.06244142,28848128
17:37.1,2.812516988,28848128
17:42.1,4.062720768,28848128
17:47.2,3.437361681,28848128
17:52.1,3.437496563,28848128
17:57.1,16.56269809,28848128
18:02.1,29.68710397,28848128
18:07.1,5.624790758,30097408
18:12.1,53.12611352,30097408
18:17.1,27.81189759,30097408
18:22.1,37.81518563,30097408
18:27.1,3.124805762,30097408
18:32.1,3.750232289,26132480
18:37.1,3.749943301,26132480
18:42.1,4.062490819,26132480
18:47.1,2.499897404,26132480
18:52.1,9.37542902,26132480
18:57.1,29.3726543,26132480
19:02.1,14.68838953,26132480
19:07.1,38.12649227,26132480
19:12.1,34.68703866,26140672
19:17.1,4.9999529,26140672
19:22.1,11.25042369,26140672
19:27.1,3.43740554,26140672
19:32.1,33.74904153,26144768
19:37.1,10.62445369,26144768
19:42.1,4.375120753,26144768
19:47.1,3.437572189,26144768
19:52.1,3.7500024,26144768
19:57.1,4.687507875,26144768
20:02.1,5.937317724,26144768
20:07.1,76.25316908,26169344
20:12.1,21.87424009,26169344
20:17.1,2.187506213,26169344
20:22.1,0.93750165,26169344
20:27.1,32.50104198,26169344
20:32.1,5.000069101,26169344
20:37.1,4.374838218,26169344
20:42.1,4.062295585,26169344
20:47.1,4.687755108,26169344
20:52.1,4.9999707,26210304
20:57.1,4.062471563,26210304
21:02.1,4.37481932,26210304
21:07.1,28.12527957,26210304
21:12.1,10.31304804,26210304
21:17.1,50.31371558,26238976
21:22.1,24.37329631,26238976
21:27.1,13.43746076,26238976
21:32.1,36.2531678,26415104
21:37.1,18.74826878,26415104
21:42.1,6.875433977,26415104
21:47.1,12.81273985,26415104
21:52.1,32.80953402,26435584
21:57.2,47.18912708,26435584
22:02.1,33.12648672,26435584
22:07.1,15.62383477,26435584
22:12.1,56.87464169,26435584
22:17.1,36.25297274,26435584
22:22.1,21.87432408,26583040
22:27.1,38.12642669,26583040
22:32.2,55.62380854,26578944
22:37.1,20.31162701,26578944
22:42.1,57.81114144,26587136
22:47.1,27.5031172,26587136
22:52.1,32.8099172,26587136
22:57.1,67.50360874,26652672
23:02.1,41.24802257,26669056
23:07.1,34.37745111,26669056
23:12.1,54.37296536,26742784
23:17.1,0,26742784
23:22.1,0,26742784
23:27.1,0,26742784
23:32.2,0,26742784
23:37.1,0,26742784
23:42.1,0,26742784
23:47.1,0,26742784
23:52.1,0,26742784
23:57.2,0.311521846,26808320
24:02.1,5.015607366,27136000
24:07.1,9.375084376,27848704
24:12.1,2.187473707,27848704
24:17.2,2.187506344,27848704
24:22.1,0.937527488,27848704
24:27.1,8.750064225,27848704
24:32.1,9.686999376,27848704
24:37.1,14.0634009,27848704
24:42.1,12.49914331,27848704
24:47.1,36.56516268,27856896
24:52.1,18.43721238,27865088
24:57.1,0,27865088
25:02.1,0,27881472
25:07.1,1.874988638,27881472
25:12.1,1.250018475,27881472
25:17.1,0,27881472
25:22.1,0,27881472
25:27.1,0,27881472
25:32.2,10.59132383,28684288
25:37.1,42.00797203,29626368
25:42.1,66.25134888,29626368
25:47.1,84.37650528,29626368
25:52.1,82.18752959,29634560
25:57.1,38.43420311,29634560
26:02.1,64.0634917,29634560
26:07.1,53.75098042,29638656
26:12.1,67.18691682,29638656
26:17.1,55.3160015,30330880
26:22.1,72.18446681,30347264
26:27.1,70.62280928,30347264
26:32.1,31.25173947,30359552
26:37.1,0.312506538,30359552
26:42.1,0,30359552
26:47.1,0,30359552
26:52.1,0.312512951,30359552
26:57.1,0.312487194,30531584
27:02.1,4.687816709,30535680
27:07.1,0,30535680
27:12.1,0.312513244,30543872
27:17.1,1.2499768,30633984
27:22.1,0,30666752
27:27.1,0.312504244,30720000
27:32.1,0,30720000
27:37.1,3.125094065,30978048
27:42.1,2.5000061,30978048
27:47.1,11.24972933,30978048
27:52.1,16.56271929,32354304
27:57.1,11.87486035,32436224
28:02.1,1.87500915,32436224
28:07.1,0,32436224
28:12.1,0,32436224
28:17.1,3.125097191,32485376
28:22.1,0,32485376
28:27.1,0,32485376
28:32.1,0,32485376
28:37.1,2.50000175,32485376
28:42.1,0,32485376
28:47.1,1.87499085,32485376
28:52.1,1.874962051,32485376
28:57.1,13.12522969,32485376
29:02.1,2.812418834,32485376
29:07.1,3.124968313,32854016
29:12.1,3.124953501,33812480
29:17.1,0.312487476,33812480
29:22.1,0,33812480
29:27.1,0,33812480
29:32.1,0,33812480
29:37.1,0.6250168,33812480
29:42.1,0,33812480
29:47.1,0,33812480
29:52.1,0,33812480
29:57.1,0,33812480
30:02.1,0,33812480
30:07.1,0,33812480
30:12.1,0,33812480
30:17.1,0,33812480
30:22.1,0,33812480
30:27.1,0,33812480
30:32.1,0,33812480
30:37.1,6.562020448,33812480
30:42.1,0,33812480
30:47.1,0,33812480
30:52.1,0,33812480
30:57.1,0,33812480
31:02.1,0.624997163,33812480
31:07.1,0,33812480
31:12.1,0,33812480
31:17.1,0,33812480
31:22.1,0,33812480
31:27.1,0,33812480
31:32.1,0,33812480
31:37.1,0,33812480
31:42.1,0,33812480
31:47.1,0,33812480
31:52.1,0,33812480
31:57.1,0,33812480
32:02.1,0,33812480
32:07.1,0,33812480
32:12.1,0,33812480
32:17.1,0,36085760
32:22.1,0,36085760
32:27.1,0,36085760
32:32.1,0,36085760
32:37.1,0,36085760
32:42.1,0,36085760
32:47.1,0,36085760
32:52.1,0,36085760
32:57.1,1.562480438,36085760
33:02.1,0,36085760
33:07.1,0,36085760
33:12.1,0,36085760
33:17.1,0,36085760
33:22.1,0,36085760
33:27.1,0,36085760
33:32.1,0.625007563,28798976
33:37.1,0,28798976
33:42.1,0,28798976
33:47.2,0,28798976
33:52.1,0,28798976
33:57.1,0,28798976
34:02.1,0,28798976
34:07.1,0,28798976
34:12.1,0,28798976
34:17.1,0,28798976
34:22.1,0,28798976
34:27.1,4.374797272,28659712
34:32.1,0,28659712
34:37.2,0,28659712
34:42.1,0,28659712
34:47.1,0,28659712
34:52.1,0,28659712
34:57.2,0,28659712
35:02.1,0,28659712
35:07.1,0,28659712
35:12.1,0,28659712
35:17.1,0,28659712
35:22.1,0,28659712
35:27.1,0,28659712
35:32.2,0,28659712
35:37.1,0,28659712
35:42.1,0,28659712
35:47.1,0,28659712
35:52.1,0,28659712
35:57.1,0,28659712
36:02.1,0,28659712
36:07.1,0,28659712
36:12.1,0,28659712
36:17.1,0,28659712
36:22.1,0,28659712
36:27.1,0,28659712
36:32.1,0,28659712
36:37.1,0,28659712
36:42.1,0,28659712
36:47.1,0,28659712
36:52.1,0,28659712
36:57.1,0,28659712
37:02.1,0,28659712
37:07.1,0,28659712
37:12.1,0,28659712
37:17.1,0,28659712
37:22.1,0,28659712
37:27.1,0.9375111,28659712
37:32.1,0,28659712
37:37.1,0,28659712
37:42.1,0,28659712
37:47.1,1.249885136,27783168
37:52.1,0,27783168
37:57.1,0,27783168
38:02.1,0,27783168
38:07.1,0,27783168
38:12.1,0,27783168
38:17.1,0,27783168
38:22.1,0,27844608
13:27.2,0.000466297,27844608
13:32.1,9.734663901,27795456
13:37.1,11.28467238,27934720
13:42.1,0,27934720
